car;area;mun
 RN-2404705-E9FDC975F97C452B8740E2C788E2DB2F;48339;Ipanguaçu
 RN-2404705-D2427ECE4F1B49D88C8532979199FE87;142185;Ipanguaçu
 RN-2404705-64A94FDC3BBE4698BB92C3613A050FB5;165069;Ipanguaçu
 RN-2404705-0D23C48AE17D400886B8F011AD1FCFD0;509613;Ipanguaçu
 RN-2404705-7932F2146AA5460A94CA88C7894946A5;164016;Ipanguaçu
 RN-2404705-607B2817A521473CA1BDDA690CD73D20;71397;Ipanguaçu
 RN-2404705-731BD53B45B64088BAA99C16410DF029;80077;Ipanguaçu
 RN-2404705-0E802DDF215B4A9C91FC315AC264370A;51387453;Ipanguaçu
 RN-2404705-68A56B38DA73497AB3CF74FD26009D72;470992;Ipanguaçu
 RN-2404705-DB0B659A0BDA444B809C8A3C3442D93B;132110;Ipanguaçu
 RN-2404705-9E2CEE917DAE4E3FB156C76AD2E404E9;149600;Ipanguaçu
 RN-2404705-0AC3DF4878CE4C979920729A473325A8;271486;Ipanguaçu
